target_pref_name,molecule_chembl_id,canonical_smiles,pIC50,molecule,fingerprints,MolWt,LogP,NumHDonors,NumHAcceptors
SARS coronavirus 3C-like proteinase,CHEMBL191575,O=C(Nc1ccc(Cl)cc1)c1ccc(CN2C(=O)C(=O)c3cc(I)ccc32)s1,4.900664722,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947AE0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D620>,522.7510000000001,4.987900000000002,1.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL370923,O=C1C(=O)N(Cc2ccc(C(=O)N3CCCCC3)s2)c2ccc(I)cc21,4.756961951,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947B50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D690>,480.327,3.708300000000003,0.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL194398,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@@H](CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C)Cc1ccccc1,4.346787486,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947BC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D700>,580.6820000000004,2.6858200000000014,3.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL196635,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC=C(C)C)CC(=O)[C@@H](NC(=O)c1cc(C)on1)C(C)C,4.15490196,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947C30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D770>,558.6760000000003,2.7994200000000014,3.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL209287,CCCCN1C(=O)C(=O)c2cc(I)ccc21,4.180456064,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947CA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D7E0>,329.137,2.6206000000000014,0.0,2.0
SARS coronavirus 3C-like proteinase,CHEMBL358279,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccc2ccccc2c1,6.431798276,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947D10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D850>,330.34299999999996,2.6682000000000006,1.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL348660,NC(=O)c1ccc2c(c1)C(=O)C(=O)N2Cc1ccccc1,4.903089987,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947D80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D8C0>,280.28299999999996,1.5150000000000001,1.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL379727,CCCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,4.721246399,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947DF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D930>,246.26599999999996,1.1148999999999998,1.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL210525,CCCN1C(=O)C(=O)c2cc(C(N)=O)ccc21,4.602059991,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947E60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598D9A0>,232.23899999999998,0.7248,1.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL148483,CN1C(=O)C(=O)c2cc(C(N)=O)ccc21,4.148741651,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947ED0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DA10>,204.18499999999997,-0.05540000000000028,1.0,3.0
SARS coronavirus 3C-like proteinase,CHEMBL383725,O=C1C(=O)N(Cc2ccc3ccccc3c2)c2ccc(I)cc21,5.958607315,<rdkit.Chem.rdchem.Mol object at 0x000001AC75947F40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DA80>,413.21400000000006,4.173900000000002,0.0,2.0
SARS coronavirus 3C-like proteinase,CHEMBL118596,O=C1C(=O)N(Cc2ccccc2)c2ccc(I)cc21,4.301029996,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C040>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DAF0>,363.15400000000005,3.0207000000000015,0.0,2.0
SARS coronavirus 3C-like proteinase,CHEMBL208732,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,5.520000247,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C0B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DB60>,473.4100000000001,6.304700000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL208732,O=C(CSc1nccc(-c2csc(-c3ccccc3)n2)n1)Nc1cc(Cl)cc(Cl)c1,5.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C120>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DBD0>,473.4100000000001,6.304700000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210146,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,3.520000003,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C190>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DC40>,437.4370000000002,3.3684800000000017,2.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL210146,COc1cccc(-c2nc(SCC(=O)Nc3ccc([N+](=O)[O-])cc3)nc(O)c2C#N)c1,3.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C200>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DCB0>,437.4370000000002,3.3684800000000017,2.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL207458,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,3.600000005,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C270>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DD20>,377.3820000000001,1.8744999999999998,2.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL207458,CCOC(=O)c1cnc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc1N,3.602059991,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C2E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DD90>,377.3820000000001,1.8744999999999998,2.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL207484,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,3.69000001,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C350>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DE00>,403.38200000000006,3.223200000000001,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL207484,COC(OC)c1cc(O)nc(SCC(=O)Nc2ccc(C(F)(F)F)cc2)n1,3.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C3C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DE70>,403.38200000000006,3.223200000000001,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL207207,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C430>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DEE0>,401.8750000000001,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL207207,Cc1cc(O)nc(SCC(=O)Nc2cc(Cl)ccc2Oc2ccccc2)n1,4.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C4A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DF50>,401.8750000000001,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210487,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,4.21999999,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C510>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598DFC0>,462.53100000000023,4.441480000000004,2.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210487,CCC(Sc1nc(O)c(C#N)c(-c2cccc(OC)c2)n1)C(=O)Nc1ccc(C(C)=O)cc1,4.22184875,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C580>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E030>,462.53100000000023,4.441480000000004,2.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,4.33999999,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C5F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E0A0>,397.45600000000013,3.5972000000000017,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,4.346787486,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C660>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E110>,397.45600000000013,3.5972000000000017,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,4.389999976,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C6D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E180>,369.51500000000004,5.059300000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,4.397940009,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C740>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E1F0>,369.51500000000004,5.059300000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,4.820000071,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C7B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E260>,457.3420000000001,5.8362000000000025,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,4.823908741,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E2D0>,457.3420000000001,5.8362000000000025,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,4.820000071,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E340>,525.3390000000002,6.855000000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,4.823908741,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E3B0>,525.3390000000002,6.855000000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,4.920000157,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E420>,519.1420000000002,7.051540000000005,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,4.920818754,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595C9E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E490>,519.1420000000002,7.051540000000005,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CA50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E500>,334.3570000000001,2.43804,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CAC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E570>,334.3570000000001,2.43804,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,3.300000003,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CB30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E5E0>,379.766,4.327120000000001,1.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,3.301029996,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CBA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E650>,379.766,4.327120000000001,1.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,3.389999998,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CC10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E6C0>,393.51200000000006,5.006400000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,3.397940009,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CC80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E730>,393.51200000000006,5.006400000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,3.449999999,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CCF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E7A0>,424.5700000000003,5.129880000000004,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,3.455931956,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CD60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E810>,424.5700000000003,5.129880000000004,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,3.520000003,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CDD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E880>,410.8860000000001,4.493580000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,3.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CE40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E8F0>,410.8860000000001,4.493580000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,3.520000003,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CEB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E960>,357.43500000000006,2.9163400000000017,0.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,3.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CF20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598E9D0>,357.43500000000006,2.9163400000000017,0.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,3.69000001,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595CF90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EA40>,430.41100000000006,4.470480000000003,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,3.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EAB0>,430.41100000000006,4.470480000000003,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,3.69000001,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EB20>,438.5970000000003,5.483400000000005,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,3.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D0E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EB90>,438.5970000000003,5.483400000000005,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,3.69000001,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EC00>,511.07200000000023,6.686700000000005,1.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,3.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D1C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EC70>,511.07200000000023,6.686700000000005,1.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,3.69000001,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D230>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598ECE0>,401.87500000000006,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,3.698970004,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D2A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598ED50>,401.87500000000006,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,4.21999999,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EDC0>,434.4770000000002,3.662880000000002,2.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,4.22184875,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EE30>,434.4770000000002,3.662880000000002,2.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,4.389999976,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D3F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EEA0>,471.5200000000002,2.10768,3.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL210497,COc1cccc(-c2nc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc(O)c2C#N)c1,4.397940009,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EF10>,471.5200000000002,2.10768,3.0,9.0
SARS coronavirus 3C-like proteinase,CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,4.51999996,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D4D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EF80>,337.83200000000005,3.518900000000002,2.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL208584,CCCc1cc(O)nc(SCC(=O)Nc2ccc(Cl)cc2)n1,4.522878745,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D540>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598EFF0>,337.83200000000005,3.518900000000002,2.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,4.820000071,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D5B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598F060>,422.89700000000005,5.182800000000002,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL208763,O=C(CSc1nccc(-c2cc(-c3ccccc3)no2)n1)Nc1ccc(Cl)cc1,4.823908741,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D620>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598F0D0>,422.89700000000005,5.182800000000002,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,4.84999986,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D690>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598F140>,460.00900000000007,5.416220000000003,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL209227,Cc1nc(-c2nc(-c3ccnc(SCC(=O)Nc4ccc(Cl)cc4)n3)cs2)cs1,4.853871964,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D700>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598F1B0>,460.00900000000007,5.416220000000003,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210092,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccc(Cl)cc2)n1,4.950000176,<rdkit.Chem.rdchem.Mol object at 0x000001AC7595D770>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AC7598F220>,519.1420000000002,7.051540000000005,1.0,8.0
