target_pref_name,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,standard_value_transformed,molecule,fingerprints,MolWt,LogP,NumHDonors,NumHAcceptors
SARS coronavirus 3C-like proteinase,CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,inactive,397.4560000000001,3.5972000000000017,2.0,7.0,4.339999990132752,<rdkit.Chem.rdchem.Mol object at 0x000001AD043647B0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066163B0>,397.45600000000013,3.5972000000000017,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL380470,COc1ccc(NC(=O)CSc2nc(O)cc(-c3ccccc3)n2)cc1OC,inactive,397.4560000000001,3.5972000000000017,2.0,7.0,4.346787486224656,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364820>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616420>,397.45600000000013,3.5972000000000017,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.515,5.059300000000004,1.0,5.0,4.389999976337708,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364890>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616490>,369.51500000000004,5.059300000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL210612,CC(C)c1ccc(NC(=O)CSc2nccc(-c3cccs3)n2)cc1,inactive,369.515,5.059300000000004,1.0,5.0,4.3979400086720375,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364900>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616500>,369.51500000000004,5.059300000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,1.0,6.0,4.820000071285178,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364970>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616570>,457.3420000000001,5.8362000000000025,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL209667,O=C(CSc1nccc(-c2cc(-c3ccccc3Cl)no2)n1)Nc1ccc(Cl)cc1,inactive,457.3420000000001,5.8362000000000025,1.0,6.0,4.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x000001AD043649E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066165E0>,457.3420000000001,5.8362000000000025,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,1.0,6.0,4.820000071285178,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364A50>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616650>,525.3390000000002,6.855000000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210097,O=C(CSc1nccc(-c2cc(-c3ccc(Cl)cc3Cl)no2)n1)Nc1ccc(C(F)(F)F)cc1,inactive,525.3390000000002,6.855000000000004,1.0,6.0,4.823908740944319,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364AC0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066166C0>,525.3390000000002,6.855000000000004,1.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.920000156997057,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364B30>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616730>,519.1420000000002,7.051540000000005,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL378674,CSc1sc(-c2nc(C)cs2)c(C)c1-c1ccnc(SCC(=O)Nc2ccccc2Cl)n1,inactive,519.1420000000002,7.051540000000005,1.0,8.0,4.920818753952375,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364BA0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066167A0>,519.1420000000002,7.051540000000005,1.0,8.0
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,2.0,7.0,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364C10>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616810>,334.3570000000001,2.43804,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210216,Cc1nc(SCC(=O)Nc2ccc([N+](=O)[O-])cc2)nc(O)c1C,inactive,334.3570000000001,2.43804,2.0,7.0,3.0,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364C80>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616880>,334.3570000000001,2.43804,2.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,1.0,4.0,3.3000000031431456,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364CF0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066168F0>,379.766,4.327120000000001,1.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL210195,Cc1cc(C(F)(F)F)nc(SCC(=O)Nc2ccc(Cl)cc2F)n1,inactive,379.766,4.327120000000001,1.0,4.0,3.3010299956639813,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364D60>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616960>,379.766,4.327120000000001,1.0,4.0
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,1.0,5.0,3.389999997659038,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364DD0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066169D0>,393.51200000000006,5.006400000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL210437,COc1ccc(-c2ccnc(SCC(=O)Nc3ccc(C(C)C)cc3)n2)cc1,inactive,393.51200000000006,5.006400000000004,1.0,5.0,3.397940008672037,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364E40>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616A40>,393.51200000000006,5.006400000000004,1.0,5.0
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,2.0,6.0,3.44999999906189,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364EB0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616AB0>,424.5700000000003,5.129880000000004,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL378677,CC(C)(C)c1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)cc1,inactive,424.5700000000003,5.129880000000004,2.0,6.0,3.4559319556497243,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364F20>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616B20>,424.5700000000003,5.129880000000004,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,2.0,6.0,3.520000002933981,<rdkit.Chem.rdchem.Mol object at 0x000001AD04364F90>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616B90>,410.8860000000001,4.493580000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210972,CC(Sc1nc(O)c(C#N)c(-c2ccccc2)n1)C(=O)Nc1ccc(Cl)cc1,inactive,410.8860000000001,4.493580000000002,2.0,6.0,3.5228787452803374,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365000>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616C00>,410.8860000000001,4.493580000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,0.0,6.0,3.520000002933981,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365070>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616C70>,357.43500000000006,2.9163400000000017,0.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210145,CCOc1ccc(N2C(=O)CC(Sc3nc(C)cc(C)n3)C2=O)cc1,inactive,357.43500000000006,2.9163400000000017,0.0,6.0,3.5228787452803374,<rdkit.Chem.rdchem.Mol object at 0x000001AD043650E0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616CE0>,357.43500000000006,2.9163400000000017,0.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,2.0,6.0,3.690000009501577,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365150>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616D50>,430.41100000000006,4.470480000000003,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL377225,N#Cc1c(O)nc(SCC(=O)Nc2cccc(C(F)(F)F)c2)nc1-c1ccccc1,inactive,430.41100000000006,4.470480000000003,2.0,6.0,3.6989700043360183,<rdkit.Chem.rdchem.Mol object at 0x000001AD043651C0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616DC0>,430.41100000000006,4.470480000000003,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,2.0,6.0,3.690000009501577,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365230>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616E30>,438.5970000000003,5.483400000000005,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210823,CCCCc1ccc(NC(=O)CSc2nc(O)c(C#N)c(C3CCCCC3)n2)c(C)c1,inactive,438.5970000000003,5.483400000000005,2.0,6.0,3.6989700043360183,<rdkit.Chem.rdchem.Mol object at 0x000001AD043652A0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616EA0>,438.5970000000003,5.483400000000005,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.0720000000002,6.686700000000005,1.0,7.0,3.690000009501577,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365310>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616F10>,511.07200000000023,6.686700000000005,1.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL207381,CC(C)c1ccc(NC(=O)CSc2nccc(-c3csc(COc4ccccc4Cl)n3)n2)cc1,inactive,511.0720000000002,6.686700000000005,1.0,7.0,3.6989700043360183,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365380>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616F80>,511.07200000000023,6.686700000000005,1.0,7.0
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,2.0,6.0,3.690000009501577,<rdkit.Chem.rdchem.Mol object at 0x000001AD043653F0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06616FF0>,401.87500000000006,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210511,Cc1cc(O)nc(SCC(=O)Nc2ccc(Oc3ccc(Cl)cc3)cc2)n1,inactive,401.87500000000006,4.667120000000002,2.0,6.0,3.6989700043360183,<rdkit.Chem.rdchem.Mol object at 0x000001AD04365460>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD06617060>,401.87500000000006,4.667120000000002,2.0,6.0
SARS coronavirus 3C-like proteinase,CHEMBL210632,COc1cccc(-c2nc(SCC(=O)Nc3ccc(C(C)=O)cc3)nc(O)c2C#N)c1,inactive,434.4770000000002,3.662880000000002,2.0,8.0,4.219999989963101,<rdkit.Chem.rdchem.Mol object at 0x000001AD043654D0>,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000001AD066170D0>,434.4770000000002,3.662880000000002,2.0,8.0
